codice-isil;codice-sbn;denominazione;indirizzo;frazione;cap;comune;codice istat comune;provincia;regione;codice istat provincia;latitudine;longitudine;telefono;fax;email;url
IT-TO0650;UTO05;Biblioteca Giuseppe Peano del Dipartimento di Matematica dell'Università degli Studi di Torino;Via Carlo Alberto 10;;10123;Torino;001272;Torino;PIEMONTE;001;45,0677144;7,6856246;+39 0116702846;+39 0116702824;biblioteca.peano@unito.it;http://www.unito.it/bibliopeano
IT-TO0651;;Biblioteca del Dipartimento di morfofisiologia veterinaria dell'Universita' degli studi di Torino;Via Nizza 52;;10126;Torino;001272;Torino;PIEMONTE;001;45,0497519;7,6739954;+39 0116699853;+39 0116507754;;
IT-TO0652;UTOB6;Biblioteca di Orientalistica - Dipartimento di Studi Umanistici dell'Università degli Studi di Torino;Via Giulia di Barolo 3A;;10124;Torino;001272;Torino;PIEMONTE;001;45,0667414;7,6956828;+39 0116703839;+39 0116703837;biblio.do@unito.it;https://www.bibliosum.unito.it/it
IT-TO0653;;Biblioteca del Dipartimento di patologia animale dell'Universita' degli studi di Torino;Via Nizza 52;;10126;Torino;001272;Torino;PIEMONTE;001;45,0497519;7,6739954;+39 0116509053;+39 0116502687;;
IT-TO0654;;Biblioteca del Dipartimento di produzioni animali, epidemiologia ed ecologia dell'Universita' degli studi di Torino;Via Nizza 52;;10126;Torino;001272;Torino;PIEMONTE;001;45,0497519;7,6739954;+39 0116504980;+39 011655445;;
IT-TO0655;UTOD4;Biblioteca del Dipartimento di Psicologia Federico Kiesow dell'Università degli Studi di Torino;Via Verdi, 10;;10124;Torino;001272;Torino;PIEMONTE;001;45,0692165;7,6902228;+39 0116702797;+39 0116702798;biblioteca.psicologia@unito.it;https://www.bibliosdn.unito.it/it
IT-TO0657;UTO11;Biblioteca di Scienze Letterarie e Filologiche - Dipartimento di Studi Umanistici dell'Università degli Studi di Torino;Via Bava, 31;;10124;Torino;001272;Torino;PIEMONTE;001;45,0684234;7,7009236;;+39 0116705563;biblio.scienzeletterarie@unito.it;http://www.unito.it/bibliodilfi
IT-TO0658;UTO13;Biblioteca Giorgio Melchiori del Dipartimento Lingue dell'Università degli Studi di Torino;Via Giulia di Barolo, 3/A;;10124;Torino;001272;Torino;PIEMONTE;001;45,0667414;7,6956828;+39 0116703807;+39 0116703806;;
IT-TO0660;UTOB9;Biblioteca R. Malaroda del Dipartimento di Scienze della Terra dell'Università degli Studi di Torino;Via Valperga Caluso 35;;10125;Torino;001272;Torino;PIEMONTE;001;45,0524509;7,681806;+39 0116705183;+39 0116705146;biblio.malaroda@unito.it;https://www.bibliosdn.unito.it/it
IT-TO0661;UTO03;Biblioteca G. Tabacco del Dipartimento di Studi Storici dell'Università degli Studi di Torino;Via Sant'Ottavio 20;;10124;Torino;001272;Torino;PIEMONTE;001;45,0680199;7,6940311;+39 0116703255;+39 0116703155;biblioteca.tabacco@unito.it;
IT-TO0695;;Biblioteca dell'Istituto di scienze medico forensi della Facolta' di medicina e chirurgia dell'Universita' degli studi di Torino;Corso G. Galilei 22;;10126;Torino;001272;Torino;PIEMONTE;001;45,0434939;7,6791108;+39 0116963793;+39 0116635576;;
IT-TO0703;;Biblioteca del Dipartimento di economia e ingegneria agraria, forestale e ambientale. Sezione di idraulica agraraia dell'Università degli studi di Torino;Via Leonardo da Vinci 44;;10095;Grugliasco;001120;Torino;PIEMONTE;001;45,0612555;7,5876958;+39 0116708618;;;
IT-TO0704;TO0B1;Biblioteca del Dipartimento di economia e ingegneria agraria, forestale e ambientale dell'Universita' degli Studi di Torino;Via Leonardo da Vinci 44;;10095;Grugliasco;001120;Torino;PIEMONTE;001;45,0612555;7,5876958;+39 0116708845;;;
IT-TO0706;;Biblioteca dell'Istituto di scienze medico forensi. Sezione esterna della Facoltà di medicina e chirurgia dell'Universita' degli studi di Torino;Corso Montevecchio 38;;10129;Torino;001272;Torino;PIEMONTE;001;45,0630032;7,6669199;+39 011535670;;;
IT-TO0707;;Biblioteche del Dipartimento di agronomia, selvicoltura e gestione del territorio dell'Università degli studi di Torino;Via Leonardo da Vinci 44;;10095;Grugliasco;001120;Torino;PIEMONTE;001;45,0612555;7,5876958;+39 0116708866;;;
IT-TO0709;;Biblioteca del Dipartimento di economia e ingegneria agraria, forestale e ambientale. Sezione di topografia e costruzioni rurali dell'Università degli studi di Torino;Via Leonardo da Vinci 44;;10095;Grugliasco;001120;Torino;PIEMONTE;001;45,0612555;7,5876958;+39 0116708605;+39 0116708609;;
IT-TO0710;;Biblioteca del Dipartimento di scienze zootecniche dell'Università degli studi di Torino;Via Leonardo da Vinci 44;;10095;Grugliasco;001120;Torino;PIEMONTE;001;45,0612555;7,5876958;+39 0116708585;+39 0116708563;;
IT-TO0714;TO0C1;Biblioteca dell'Istituto di fisica matematica Joseph Louis Lagrange della Facoltà di scienze matematiche, fisiche e naturali dell'Università degli studi di Torino;Via Carlo Alberto 10;;10123;Torino;001272;Torino;PIEMONTE;001;45,0677144;7,6856246;+39 011539214;+39 0115613096;;
IT-TO0736;;Biblioteca centrale di ingegneria del Politecnico di Torino;Corso Duca degli Abruzzi 24;;10129;Torino;001272;Torino;PIEMONTE;001;45,0624031;7,6624256;+39 0115646710;+39 0115646799;;
IT-TO0737;;Biblioteca centrale di architettura del Politecnico di Torino;Viale P. A. Mattioli 39;;10125;Torino;001272;Torino;PIEMONTE;001;45,053789;7,6848219;+39 0115646701;+39 0115646798;;
IT-TO0738;;Biblioteca del Dipartimento di ingegneria aeronautica e spaziale - AER del Politecnico di Torino;Corso Duca degli Abruzzi 24;;10129;Torino;001272;Torino;PIEMONTE;001;45,0624031;7,6624256;+39 0115646802;+39 0115646899;;
IT-TO0739;;Biblioteca del Dipartimento Casa Citta' - CCT del Politecnico di Torino;Viale P. A. Mattioli 39;;10125;Torino;001272;Torino;PIEMONTE;001;45,053789;7,6848219;+39 0115646409;+39 0115646499;;
IT-TO0740;;Biblioteca del Dipartimento di scienza dei materiali e ingegneria chimica - CHI del Politecnico di Torino;Corso Duca degli Abruzzi 24;;10129;Torino;001272;Torino;PIEMONTE;001;45,0624031;7,6624256;+39 0115644611;+39 0115644699;;
IT-TO0741;;Biblioteca del Dipartimento di ingegneria dei sistemi edilizi e territoriali del Politecnico di Torino;Corso Duca degli Abruzzi 24;;10129;Torino;001272;Torino;PIEMONTE;001;45,0624031;7,6624256;+39 0115645325;+39 0115645399;;
IT-TO0743;;Biblioteca interdipartimentale di ingegneria elettronica Mario Boella - ELN del Politecnico di Torino;Corso Duca degli Abruzzi 24;;10129;Torino;001272;Torino;PIEMONTE;001;45,0624031;7,6624256;+39 0115644014;+39 0115644015;;
IT-TO0744;;Biblioteca del Dipartimento di energetica - ENE del Politecnico di Torino;Corso Duca degli Abruzzi 24;;10129;Torino;001272;Torino;PIEMONTE;001;45,0624031;7,6624256;+39 0115644405;+39 0115644499;;
IT-TO0745;;Biblioteca del Dipartimento di fisica -FIS del Politecnico di Torino;Corso Duca degli Abruzzi 24;;10129;Torino;001272;Torino;PIEMONTE;001;45,0624031;7,6624256;+39 0115647307;+39 0115567399;;
IT-TO0746;;Biblioteca del Dipartimento di georisorse e territorio - GET del Politecnico di Torino;Corso Duca degli Abruzzi 24;;10129;Torino;001272;Torino;PIEMONTE;001;45,0624031;7,6624256;+39 0115647621;+39 0115647699;;
IT-TO0747;;Biblioteca del Dipartimento di idraulica, trasporti ed infrastrutture civili del Politecnico di Torino;Corso Duca degli Abruzzi 24;;10129;Torino;001272;Torino;PIEMONTE;001;45,0624031;7,6624256;+39 0115645652;+39 0115645799;;
IT-TO0749;;Biblioteca del Dipartimento di matematica - MAT del Politecnico di Torino;Corso Duca degli Abruzzi 24;;10129;Torino;001272;Torino;PIEMONTE;001;45,0624031;7,6624256;+39 0115647515;+39 0115567599;;
IT-TO0750;;Biblioteca del Dipartimento di meccanica - MEC del Politecnico di Torino;Corso Duca degli Abruzzi 24;;10129;Torino;001272;Torino;PIEMONTE;001;45,0624031;7,6624256;+39 0115646911;+39 0115646999;;
IT-TO0752;;Biblioteca del Dipartimento di ingegneria strutturale - STR del Politecnico di Torino;Corso Duca degli Abruzzi 24;;10129;Torino;001272;Torino;PIEMONTE;001;45,0624031;7,6624256;+39 0115644806;+39 0115644899;;
IT-TO0753;;Biblioteca interateneo interdipartimentale territorio ambiente dell'Università degli studi e del Politecnico di Torino;Viale P. A. Mattioli 39;;10125;Torino;001272;Torino;PIEMONTE;001;45,053789;7,6848219;+39 0115647470;+39 0115647499;;
IT-TO0754;;Biblioteca del Dipartimento dei sistemi di produzione ed economia dell'azienda del Politecnico di Torino;Corso Duca degli Abruzzi 24;;10129;Torino;001272;Torino;PIEMONTE;001;45,0624031;7,6624256;+39 0115647283;+39 0115647299;;
IT-TO0758;;Biblioteca della Soprintendenza archeologia, belle arti e paesaggio per la città metropolitana di Torino. SAR – Archeologica;Piazza S. Giovanni 2;;10122;Torino;001272;Torino;PIEMONTE;001;45,072973;7,684911;+39 01119524417;+39 0115213145;sabap-to.biblioteca@beniculturali.it;http://sabap-to.beniculturali.it/
IT-TO0759;UTO53;Biblioteca Federata di Medicina - Polo CTO;c/o Presidio CTO - Via Zuretti 29;;10126;Torino;001272;Torino;PIEMONTE;001;45,0330106;7,6733023;+39 0116933510;+39 011 2365876 / 011 6933958;cto.bfm@unito.it;
IT-TO0760;UTOEG;Biblioteca Silvio Curto della Fondazione Museo delle Antichità Egizie di Torino;Via Accademia delle scienze 6;;10123;Torino;001272;Torino;PIEMONTE;001;45,0683832;7,6844976;+39 0115617776;+39 0115623157;biblioteca.egizio@museoegizio.it;http://www.museoegizio.it/museo/
IT-TO0761;;Biblioteca del Dipartimento di scienze antropologiche, archeologiche e storico territoriali. Sezione esterna di antropologia fisica dell'Università degli studi di Torino;Via Accademia Albertina 13;;10123;Torino;001272;Torino;PIEMONTE;001;45,0651139;7,6881064;+39 0118173262;+39 0118174979;;
IT-TO0764;TO035;Biblioteca Medico-Scientifica - PSICHIATRIA;via MARTIRI DEL XXX APRILE 30;;10093;Collegno;001090;Torino;PIEMONTE;001;45,082042;7,575016;0114017406;;cbaglio@aslto3.piemonte.it;www.aslto3.piemonte.it
IT-TO0767;TO0GF;Biblioteca del Museo regionale di scienze naturali;Via G. Giolitti 36;;10123;Torino;001272;Torino;PIEMONTE;001;45,0646934;7,6887078;+39 0114326318;+39 0114326324;Biblioteca.Mrsn@regione.piemonte.it;http://www.regione.piemonte.it/museoscienzenaturali/biblio/index.htm
IT-TO0768;BCTU1;Biblioteca dell'Archivio storico della Città di Torino;via BARBAROUX 32;;10122;Torino;001272;Torino;PIEMONTE;001;45,0725701;7,6787818;01101131826;+39 01101131818;archivio.storico@comune.torino.it;http://www.comune.torino.it/archiviostorico/
IT-TO0769;BCTTZ;"Biblioteca civica ""Bianca Guidetti Serra""";Piazzetta Università dei Mastri Minusieri, 2;;10122;Torino;001272;Torino;PIEMONTE;001;45,0724082;7,6789658000000145;+39 01101131891;;biblioteca.guidettiserra@comune.torino.it;http://www.comune.torino.it/cultura/biblioteche/sedi_orari/torino_centro.shtml
IT-TO0771;TO0G3;Biblioteca Carilibri della Fondazione Alberto Colonnetti;largo RE UMBERTO 102;;10128;Torino;001272;Torino;PIEMONTE;001;45,0537857;7,6645046;011500333;+39 011500333;info@colonnetti.it;www.colonnetti.
IT-TO0776;UTOG2;Biblioteca Marta Gobetti dell'Archivio nazionale cinematografico della Resistenza - ANCR;via DEL CARMINE 13;;10122;Torino;001272;Torino;PIEMONTE;001;45,0759984;7,6745184;0114380111;+39 0114357853;info@ancr.to.it;
IT-TO0777;;Biblioteca della Scuola di formazione per educatori professionali - SFEP;via B. Cellini 14;;10146;Torino;001272;Torino;PIEMONTE;001;45,0685796;7,5870081;0116960032;+39 011675556;;
IT-TO0781;;Biblioteca del Centro salesiano di documentazione storica e popolare mariana;Via Maria Ausiliatrice, 32;;10152;Torino;001272;Torino;PIEMONTE;001;45,0804605;7,6764898;+39 011.5224254;+39 011.5224690;csdm.valdocco@gmail.com;
IT-TO0782;;"Biblioteca Universitaria ""Mario Viglietti""";Piazza Conti di Rebaudengo 22;;10155;Torino;001272;Torino;PIEMONTE;001;45,1042505;7,69619539999997;+39 0112340083;+39 0112304044;biblioteca@ius.to;www.ius.to
IT-TO0786;TO069;Biblioteca del Centro internazionale di formazione della organizzazione internazionale del lavoro;Corso Unità d'Italia 125;;10127;Torino;001272;Torino;PIEMONTE;001;45,0213248;7,6699705;+39 0116936517;+39 0116638842;;
IT-TO0787;TO1X6;Biblioteca del Parco naturale val Troncea;via DELLA PINETA 5;Traverses;10060;Pragelato;001201;Torino;PIEMONTE;001;44,996687;6,9206868;012278849;+39 012278849;parco.valtroncea@ruparpiemonte.it;
IT-TO0789;;Biblioteca dell'Istituto per le piante da legno e l'ambiente;corso Casale 476;;10132;Torino;001272;Torino;PIEMONTE;001;45,0892473;7,740267;0118989333;+39 0118180333;;
IT-TO0790;;Biblioteca del Centro traumatologico ortopedico - CTO;Via Zuretti 29;;10126;Torino;001272;Torino;PIEMONTE;001;45,0330106;7,6733023;+39 0116933510;;;
IT-TO0791;TO15N;"Biblioteca civica ""G. Arpino""";Via Filippo Turati 4/8;;10042;Nichelino;001164;Torino;PIEMONTE;001;44,994699;7,6381159;+39 0116270047;+39 0116272945;biblioteca@comune.nichelino.to.it;www.bibliotecanichelino.it
IT-TO0792;;Biblioteca dell'Istituto italo cinese per gli scambi economici e culturali;lungopo Antonelli 177;;10153;Torino;001272;Torino;PIEMONTE;001;45,0746639;7,7264741;+390118980406;+39 0118980406;;
IT-TO0800;UTO98;"Biblioteca ""Marcello Novo"" - SAA School of Management";Via Ventimiglia 115;;10126;Torino;001272;Torino;PIEMONTE;001;45,0266706;7,6703885;+39 0116399237;+39 0116399236;biblio.saa@unito.it;www.bibliosaa.unito.it
IT-TO0801;UTOL5;Biblioteca della Curia metropolitana della Diocesi di Torino;Via dell'Arcivescovado 12;;10121;Torino;001272;Torino;PIEMONTE;001;45,0671509;7,677882;+39 0115156271;+39 0115756209;archivio@diocesi.torino.it;http//www.diocesi.torino.it
IT-TO0804;;Biblioteca dell'Archivio storico FIAT;via Chiabrera 20;;10126;Torino;001272;Torino;PIEMONTE;001;45,0456588;7,6799679;0116634615;+39 0116633645;;
IT-TO0805;;BIBLIOTECA COMUNALE PAOLA GARELLI;piazza ANDREA FILIPPA 4;Tetti Francesi;10040;Rivalta di Torino;001214;Torino;PIEMONTE;001;44,9969866;7,5133128;0119063084;+39 0119091495;biblioteca.garelli@comune.rivalta.to.it;
IT-TO0807;UTOGM;Biblioteca della Fondazione Vera Nocentini;via DEL CARMINE 14;;10122;Torino;001272;Torino;PIEMONTE;001;45,076146;7,67420700000002;011.6983173;;fondazionenocentini@gmail.com;http://www.fondazioneveranocentini.it
IT-TO0809;;Biblioteca dell'Ente parco nazionale Gran Paradiso;Via Pio VII 9;;10135;Torino;001272;Torino;PIEMONTE;001;45,029318;7,6550170000000435;+39 0118606211;+39 0118121305;segreteria@pngp.it;http://www.pngp.it/
IT-TO0810;RMG26;Biblioteca del Tribunale ordinario di Torino;corso vittorio Emanuele 130;;10121;Torino;001272;Torino;PIEMONTE;001;45,0756323;7,6794178;+390114327670;+39 0114327671;;
IT-TO0811;;Biblioteca del Collegio universitario Renato Einaudi. Sezione esterna;Via Bobbio 9;;10141;Torino;001272;Torino;PIEMONTE;001;45,058157;7,6540744;+39 0113851944;;;
IT-TO0816;TO0GV;Biblioteca della Soprintendenza Archeologia, belle arti e paesaggio per la città metropolitana di Torino;Via Accademia delle scienze 5;;10122;Torino;001272;Torino;PIEMONTE;001;45,0691061;7,685158499999943;+39 0115220441;;sabap-to.biblioteca@beniculturali.it;http://sabap-to.beniculturali.it/
IT-TO0817;TO0LK;Biblioteca della Soprintendenza archeologia, belle arti e paesaggio per la città metropolitana di Torino. SPA – Architettonica;Piazza San Giovanni 2;;10122;Torino;001272;Torino;PIEMONTE;001;45,072973;7,684911;+39 0115220403;+39 0114361484;sabap-to.biblioteca@beniculturali.it;http://sabap-to.beniculturali.it/
IT-TO0820;UTOC0;Biblioteca G. Spezia del Dipartimento di Scienze della Terra dell'Università degli Studi di Torino;Via Valperga Caluso 35;;10125;Torino;001272;Torino;PIEMONTE;001;45,0525564;7,6817793;+39 0116705145;+39 0116705128;bibliospezia.dst@unito.it;https://www.bibliosdn.unito.it/it
IT-TO0821;;Biblioteca del Dipartimento di valorizzazione e protezione delle risorse agroforestali. Sezione di entomologia agraria e apicoltura dell'Università degli studi di Torino;Via Leonardo da Vinci 44;;10095;Grugliasco;001120;Torino;PIEMONTE;001;45,0612555;7,5876958;+39 0116708637;+39 0116708586;;
IT-TO0822;;Biblioteca del Dipartimento di ingegneria elettrica industriale - IEI del Politecnico di Torino;Corso Duca degli Abruzzi 24;;10129;Torino;001272;Torino;PIEMONTE;001;45,0624031;7,6624256;+39 0115647122;+39 0115647199;;
IT-TO0823;UTO42;Biblioteca Federata di Medicina - Polo San Luigi;Ospedale San Luigi Gonzaga - Regione Gonzole 10;;10043;Orbassano;001171;Torino;PIEMONTE;001;45,0286585;7,5589945;+39 011 6705880;+39 011 9026474;sanluigi.bfm@unito.it;https://www.bfm.unito.it/it
IT-TO0825;TO1IM;Biblioteca civica;via MARCONI 61;;10020;Brusasco;001039;Torino;PIEMONTE;001;45,1543929;8,05827650000003;0119151101;+39 0119156150;info@comune.brusasco.to.gov.it;http://comune.brusasco.to.gov.it/dpage.asp?id=bibioteca
IT-TO0826;TO1AP;Biblioteca del Centro studi e Museo civico di arte preistorica - CeSMAP;viale G. Giolitti 1;;10064;Pinerolo;001191;Torino;PIEMONTE;001;44,8858764;7,3354664;+390121794382;+39 012176550;bibliotecacesmap@gmail.com;http://www.cesmap.it/
IT-TO0827;TO1IX;Biblioteca civica;piazza Vittorio Veneto;;10020;Cavagnolo;001069;Torino;PIEMONTE;001;45,1511526;8,0139518;+390119151157;+39 0119151565;biblioteca@comune.cavagnolo.to.it;
IT-TO0830;;Biblioteca Valperga di Masino e di Caluso;via DEL CASTELLO 1;Masino;10010;Caravino;001056;Torino;PIEMONTE;001;45,3915373;7,9606614;0125778100;+39 0125778100;bibliotecamasino@fondoambiente.it;
IT-TO0831;TO0E6;Biblioteca del Castello di Rivoli Museo d'arte contemporanea;piazza MAFALDA DI SAVOIA;;10098;Rivoli;001219;Torino;PIEMONTE;001;45,0700182;7,5093669;0119565285;+39 0119565234;BIBLIOTECA@CASTELLODIRIVOLI.ORG;WWW.CASTELLODIRIVOLI.ORG
IT-TO0833;;Biblioteca dell'Istituto zooprofilattico sperimentale del Piemonte, Liguria e Valle d'Aosta;via BOLOGNA 148;;10154;Torino;001272;Torino;PIEMONTE;001;45,0862289;7,7039321;0112686331;+39 0112487770;biblioteca@izsto.it;www.izsto.it/
IT-TO0834;BCTTM;Biblioteca civica Dietrich Bonhoeffer;corso CORSICA 55;;10135;Torino;001272;Torino;PIEMONTE;001;45,0278657;7,6498861;01101135990;+39 01101135993;biblioteca.bonhoeffer@comune.torino.it;http://www.comune.torino.it/cultura/biblioteche/sedi_orari/bonhoeffer.shtml
IT-TO0835;BCTTN;Biblioteca civica Alessandro Passerin d'Entrèves;via GUIDO RENI 102;;10137;Torino;001272;Torino;PIEMONTE;001;45,048271839328;7,62936973254091;01101135290;+39 01101135205;biblioteca.passerin@comune.torino.it;http://www.comune.torino.it/cultura/biblioteche/sedi_orari/passerin.shtml
IT-TO0836;BCTTO;Biblioteca civica della Casa circondariale Lorusso e Cutugno;via Adelaide Aglietta 35;;10149;Torino;001272;Torino;PIEMONTE;001;45,0977334;7,6316899;0114557585;;marco.monfredini@comune.torino.it;http://www.comune.torino.it/cultura/biblioteche/sedi_orari/penitenziarie.shtml
IT-TO0837;;Biblioteca del Castello di Agliè;Piazza Castello 1;;10011;Agliè;001001;Torino;PIEMONTE;001;45,3622974;7,76900060000003;+39 0124330102;;pm-pie.aglie@beniculturali.it;http://polomusealepiemonte.beniculturali.it/index.php/musei-e-luoghi-della-cultura/castello-di-aglie/
IT-TO0838;TO11Z;Biblioteca comunale;via ROMA 1;;10090;Sciolze;001262;Torino;PIEMONTE;001;45,0949568681027;7,87726100790405;0119603712;;servizi@comunedisciolze.it;http://www.comune.sciolze.to.it
IT-TO0839;;Biblioteca di studi occitani;presso Comunità montana valli Chisone e Germanasca - Via Roma 22;;10063;Perosa Argentina;001184;Torino;PIEMONTE;001;44,9564161;7,1924746;+39 012181497;+39 012181278;;
IT-TO0843;UTOD0;Biblioteca della Fondazione Carlo Donat Cattin;Via del Carmine 14;;10122;Torino;001272;Torino;PIEMONTE;001;45,0762809;7,67466060000004;+39 011542357;;biblioteca@fondazionedonatcattin.it;http://www.fondazionedonatcattin.it/
IT-TO0847;;Biblioteca dell'Istituto di medicina dello sport;Via Filadelfia 88;;10134;Torino;001272;Torino;PIEMONTE;001;45,0395704;7,6521992;+39 011396275;+39 011325003;;
IT-TO0848;;Biblioteca del Centro italiano di collaborazione per lo sviluppo edilizio delle nazioni emergenti;via BORGOSESIA 30;;10145;Torino;001272;Torino;PIEMONTE;001;45,0774642;7,6398836;0117412435;+39 011745261;cicsene@cicsene.org;www.cicsene.it
IT-TO0850;;Biblioteca della Comunità impegno servizio volontariato;Corso Chieri 121/8;;10132;Torino;001272;Torino;PIEMONTE;001;45,061313;7,7398609;+39 0118999352;+39 0118999046;;
IT-TO0852;;BIBLIOTECA CENTRO PIEMONTESE DI STUDI AFRICANI;via VANCHIGLIA 4;;10124;Torino;001272;Torino;PIEMONTE;001;45,0734136;7,6847214;0114365006;+39 0114366044;biblioteca@csapiemonte.it;
IT-TO0858;TO1CF;Biblioteca del Centro culturale Pier Giorgio Frassati;Via delle Rosine 11;;10122;Torino;001272;Torino;PIEMONTE;001;45,0644738;7,69105319999994;+39 0118126601;;segreteria@centrofrassati.it;http://www.centrofrassati.it/servizi-offerti/la-biblioteca/
IT-TO0859;;Biblioteca dell'Istituto di clinica chirurgica e terapia chirurgica della Facoltà di medicina e chirurgia dell'Università degli studi di Torino;Corso Dogliotti 14;;10126;Torino;001272;Torino;PIEMONTE;001;45,0412499;7,6764155;+39 0116963813;+39 0116635851;;
IT-TO0860;;Biblioteca della Sacra di San Michele;Sacra di San Michele;;10057;Sant'Ambrogio di Torino;001255;Torino;PIEMONTE;001;45,0980556;7,3436111;+39 011939130;;;
IT-TO0861;;Biblioteca del Convento Santa Maria delle Rose;Via Rosario Santa Fe' 7;;10134;Torino;001272;Torino;PIEMONTE;001;45,0351306;7,6502771;+39 0113190306;;;
IT-TO0863;;Biblioteca del Centro studi internazionali per la pasticceria;viale Rimembranza 60;;10064;Pinerolo;001191;Torino;PIEMONTE;001;44,8927546;7,3330383;+390121794493;+39 0121794480;;www.pasticceriaextra.it
IT-TO0865;;Biblioteca del Centro studi e ricerche Mario Pannunzio;via Maria Vittoria 35;;10123;Torino;001272;Torino;PIEMONTE;001;45,0656686;7,6907164;0118123023;+39 0118127779;;
IT-TO0866;;Biblioteca provinciale OFM - Torino;Via Sant'Antonio di Padova, 7;;10121;Torino;001272;Torino;PIEMONTE;001;45,0687459;7,6656111;+39 011.545493;+39 011.5631426;biblioteca@fratiminoripiemonte.org;http://www.fratiminoripiemonte.org
IT-TO0869;TO0UB;Biblioteca del Centro studi vietnamiti;piazza Madama Cristina 5;;10125;Torino;001272;Torino;PIEMONTE;001;45,0585163;7,6838188;0116699845;+39 0116502678;;
IT-TO0870;TO0UV;Biblioteca Internazionale di Letteratura Giovanile della Fondazione Tancredi di Barolo;piazza Savoia 6;;10122;Torino;001272;Torino;PIEMONTE;001;45,0746376;7,6786731;01119784944;+39 0114310332;info@fondazionetancredidibarolo.it;www.fondazionetancredidibarolo.com
IT-TO0872;TO062;Biblioteca dell'Istituto sociale dei padri gesuiti;corso SIRACUSA 10;;10136;Torino;001272;Torino;PIEMONTE;001;45,0547302;7,6345158;011357835;+39 011327487;INFO@ISTITUTOSOCIALE.IT;
IT-TO0873;TO087;Biblioteca dell'Istituto salesiano Valsalice;viale E. THOVEZ 37;;10137;Torino;001272;Torino;PIEMONTE;001;45,0539688;7,7025041;0116601066;;FRANCESCO.MAJ@TISCALI.IT;
IT-TO0878;;Biblioteca dell'Istituto dell'Atlante Linguistico Italiano dell'Università degli Studi di Torino;Via Sant'Ottavio, 20;;10124;Torino;001272;Torino;PIEMONTE;001;45,0680199;7,6940311;+39 0116703635;;francesca.canzio@unito.it;
IT-TO0880;TO0B0;Biblioteca di cultura del Collegio S. Giuseppe;via S. FRANCESCO DI PAOLA 23;;10123;Torino;001272;Torino;PIEMONTE;001;45,0635565;7,6856007;0118123250;+39 0118124295;BIBLIO@COLLEGIOSANGIUSEPPE.IT;
IT-TO0885;TO1D2;Biblioteca comunale;Strada Contessa 86;;10040;Caselette;001062;Torino;PIEMONTE;001;45,1058546;7,482565;+39 0119688340;+39 0119688793;biblioteca@comune.caselette.to.it;http://www.comune.caselette.to.it/it-it/vivere-il-comune/cultura/biblioteca-33296-1-6bd89f04cce5cb61cd9e9ef283ccdcef
IT-TO0886;TO0RN;Biblioteca civica;borgata Chiapero 9;;10090;Valgioie;001285;Torino;PIEMONTE;001;45,0765981;7,3425438;+390119347100;+39 0119347047;ester.olga@tiscali.it;
IT-TO0893;;Biblioteca della Congregazione delle Suore minime di Nostra Signora del Suffragio;Via S. Donato 31;;10144;Torino;001272;Torino;PIEMONTE;001;45,0810638;7,6628723;+39 011489145;;;
IT-TO0895;BCTTP;Deposito centro-rete delle biblioteche civiche di Torino;Via Frejus, 21;;10139;Torino;001272;Torino;PIEMONTE;001;45,0709163;7,65073430000007;+39 01101120651;;biblioteche.civiche@comune.torino.it;http://www.comune.torino.it/cultura/biblioteche/index/index.shtml
IT-TO0897;TO14O;Biblioteca comunale Augusto Querro;Via Bastone 34;;10090;Rosta;001228;Torino;PIEMONTE;001;45,0687311;7,46983380000006;+39 0119541035;;biblioteca@comune.rosta.to.it;http://www.comune.rosta.to.it/uffici-e-procedimenti/biblioteca-comunale/
IT-TO0901;BCTTI;Biblioteca civica Cesare Pavese;via Candiolo 79;;10127;Torino;001272;Torino;PIEMONTE;001;45,0157802;7,6490509;+3901101137080;+39 01101137089;biblioteca.pavese@comune.torino.it;http://www.comune.torino.it/cultura/biblioteche/sedi_orari/pavese.shtml
IT-TO0902;BCTTV;Biblioteca civica Primo Levi;via RUGGERO LEONCAVALLO 17;;10154;Torino;001272;Torino;PIEMONTE;001;45,0856132249121;7,69785076137691;01101131262;+39 01101131277;biblioteca.levi@comune.torino.it;http://www.comune.torino.it/cultura/biblioteche/sedi_orari/levi.shtml
IT-TO0904;;Biblioteca dell'Istituto Francesco Faà di Bruno;Via S. Donato 31;;10144;Torino;001272;Torino;PIEMONTE;001;45,0810638;7,6628723;+39 011489145;+39 0114733201;centrostudi@faadibruni.it;
IT-TO0906;TO0GT;Biblioteca della Fondazione Ariodante Fabretti;corso FILIPPO TURATI 11/C;;10128;Torino;001272;Torino;PIEMONTE;001;45,0542913;7,6701146;0115812314;;biblioteca@fondazionefabretti.it;www.libriinlinea.it
IT-TO0912;TO11U;Biblioteca civica;via Grisoglio 67;;10020;Brozolo;001037;Torino;PIEMONTE;001;45,1175933;8,0722047;0119150022;;info@comune.brozolo.to.it;http://www.comune.brozolo.to.it/brozolo/biblioteca_comunale
IT-TO0919;TO1RF;Biblioteca civica;via Bonatto 3;;10060;San Secondo di Pinerolo;001254;Torino;PIEMONTE;001;44,8666863;7,2989167;0121440025;;BIBLIOTECA@COMUNE.SANSECONDODIPINEROLO.TO.IT;
