cod_amm	des_amm	Comune	nome_resp	cogn_resp	Cap	Provincia	Regione	sito_istituzionale	Indirizzo	titolo_resp	tipologia_istat	tipologia_amm	acronimo	cf_validato	cf	mail1	tipo_mail1	mail2	tipo_mail2	mail3	tipo_mail3	mail4	tipo_mail4	mail5	tipo_mail5	url_facebook	url_twitter	url_youtube	url_linkedin	liv_accessibili
c_h922	Comune di San Giovanni La Punta	San Giovanni la Punta	Antonino	Bellia	95037	CT	Sicilia	www.sangiovannilapunta.gov.it	Piazza Europa	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00453970873	sangiovannilapunta@pec.it	Pec	upd@pec.sglapunta.it	Pec	null	null	null	null	null	null					
c_h923	Comune di San Giovanni Lipioni	San Giovanni Lipioni	Nicola	Rossi	66050	CH	Abruzzo	www.comunesangiovannilipioni.it	Via Roma, 35	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00249220690	comune.sangiovannilipioni.ragioneria@legalmail.it	Pec	comunesangiovannilipioni@tin.it	Altro	null	null	null	null	null	null					
c_h924	Comune di San Giovanni Lupatoto	San Giovanni Lupatoto	Claudia	Zanardi	37057	VR	Veneto	www.comune.sangiovannilupatoto.vr.it	Via Roma, 18	Responsabile amministrativo	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00360350235	protocol.comune.sangiovannilupatoto.vr@pecveneto.it	Pec	null	null	null	null	null	null	null	null					
c_h926	Comune di San Giovanni Rotondo	San Giovanni Rotondo	Michele	Crisetti	71013	FG	Puglia	www.comune.sangiovannirotondo.fg.it	Piazza dei Martiri 5	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	83001510714	protocollo.sangiovannirotondo@pec.it	Pec	ufficioragioneria@comune.sangiovannirotondo.fg.it	Altro	null	null	null	null	null	null	https://www.facebook.com/sangiovannirotondo	https://twitter.com/ComuneSGR			
c_h928	Comune di San Giuliano del Sannio	San Giuliano del Sannio	Rosario	De Matteis	86010	CB	Molise	www.comune.sangiulianodelsannio.cb.it	Piazza Della Liberta' n.21	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	80001610700	ufficioprotocollo@pec.comune.sangiulianodelsannio.cb.it	Pec	comune@comune.sangiulianodelsannio.cb.it	Altro	null	null	null	null	null	null					
c_h929	Comune di San Giuliano di Puglia	San Giuliano di Puglia	Giuseppe	Ferrante	86040	CB	Molise	www.comune.sangiulianodipuglia.cb.it	Largo Palazzo Marchesale, 10	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00070680707	sangiulianodipuglia@pec.leonet.it	Pec	sangiulianodipuglia.cb@virgilio.it	Altro	null	null	null	null	null	null					
c_h930	Comune di San Giuliano Milanese	San Giuliano Milanese	Giovanni	Andreassi	20098	MI	Lombardia	www.sangiulianonline.it	Via De Nicola,2	Segretario	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00798940151	comune.sangiulianomilanese@cert.legalmail.it	Pec	null	null	null	null	null	null	null	null	https://www.facebook.com/pages/Comune-di-San-Giuliano-Milanese/159848427466147				
c_h931	Comune di San Giuseppe Vesuviano	San Giuseppe Vesuviano	Girolamo	Martino	80047	NA	Campania	www.comune.sangiuseppevesuviano.na.it	Piazza Elena D'Aosta,1	Segretario	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	84002990632	protocollocomunesangiuseppevesuviano@postecert.it	Pec	null	null	null	null	null	null	null	null					
c_h933	Comune di San Giuseppe Jato	San Giuseppe Jato	SALVATORE	GRAZIANO	90048	PA	Sicilia	www.comune.sangiuseppejato.pa.it	Via Vittorio Emanuele N. 143	Commissario straordinario	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	80025760820	comunesangiuseppejato@pec.it	Pec	null	null	null	null	null	null	null	null					
c_h935	Comune di San Giustino	San Giustino	Paolo	Fratini	06016	PG	Umbria	www.comune.sangiustino.pg.it	Piazza Del Municipio, 17	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00448140541	comune.sangiustino@postacert.umbria.it	Pec	alessandra.massi@comune.sangiustino.pg.it	Altro	null	null	null	null	null	null					
c_h936	Comune di San Giusto Canavese	San Giusto Canavese	Giosi	Boggio	10090	TO	Piemonte	www.comune.sangiustocanavese.to.it	Piazza Municipio, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	83501840017	comune.sangiusto@pec.it	Pec	protocollo@comune.sangiustocanavese.to.it	Altro	null	null	null	null	null	null					
c_h937	Comune di San Godenzo	San Godenzo	Emanuele	Piani	50060	FI	Toscana	www.comune.san-godenzo.fi.it	Piazza Municipio, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	01428380487	comune.sangodenzo@postacert.toscana.it	Pec	null	null	null	null	null	null	null	null					
c_h938	Comune di San Gregorio nelle Alpi	San Gregorio nelle Alpi	Mirco	Badole	32030	BL	Veneto	www.comune.sangregorionellealpi.bl.it	Piazza Del Municipio,1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00203700257	sangregorio.bl@cert.ip-veneto.net	Pec	sangregorio@feltrino.bl.it	Altro	null	null	null	null	null	null					
c_h939	Comune di San Gregorio Matese	San Gregorio Matese	Giuseppe Carmine	Mallardo	81010	CE	Campania	http//www.comune.sangregoriomatese.ce.it	Villa Ginevra	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	82001170610	comunesangregorio@pec.it	Pec	protocollo@comune.sangregoriomatese.ce.it	Altro	null	null	null	null	null	null					
c_h940	Comune di San Gregorio di Catania	San Gregorio di Catania	Carmelo	Corsaro	95027	CT	Sicilia	www.comune.sangregoriodicatania.ct.it	Piazza Guglielmo Marconi 11	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	93006870872	comune.sangregorio.ct@anutel.it	Pec	urp@comune.sangregoriodicatania.ct.it	Altro	null	null	null	null	null	null					
c_h941	Comune di San Gregorio D'Ippona	San Gregorio d'Ippona	Michele	Pannia	89853	VV	Calabria	www.comune.sangregoriodippona.vv.it	Via Aldo Moro N.7	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00352950794	prot.sangregoriodippona@asmepec.it	Pec	info@comune.sangregoriodippona.vv.it	Altro	ufficioanagrafe@comune.sangregoriodippona.vv.it	Altro	ufficiosegreteria@comune.sangregoriodippona.vv.it	Altro	ufficiotecnico@comune.sangregoriodippona.vv.it	Altro					
c_h943	Comune di San Gregorio Magno	San Gregorio Magno	NICOLA	PADULA	84020	SA	Campania	www.comune.sangregoriomagno.sa.it	Piazza Municipio, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	82001770658	protocollo.sangregoriomagno@asmepec.it	Pec	null	null	null	null	null	null	null	null					
c_h944	Comune di Sanguinetto	Sanguinetto	Daniele	Fraccaroli	37058	VR	Veneto	www.comune.sanguinetto.vr.it	Via Interno Castello 2	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00661100230	comune.sanguinetto.vr@pecveneto.it	Pec	protocollo@comune.sanguinetto.vr.it	Altro	null	null	null	null	null	null					
c_h945	Comune di San Lazzaro di Savena	San Lazzaro di Savena	Isabella	Conti	40068	BO	Emilia-Romagna	www.comune.sanlazzaro.bo.it	Piazza Bracci, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00754860377	comune.sanlazzaro@cert.provincia.bo.it	Pec	null	null	null	null	null	null	null	null					
c_h949	Comune di San Leo	San Leo	Leonardo	Bindi	47865	RN	Emilia-Romagna	www.comune.san-leo.rn.it	Piazza Dante Alighieri N.1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00315680413	comune.san-leo@pec.it	Pec	municipio@comune.san-leo.rn.it	Altro	null	null	null	null	null	null					
c_h951	Comune di San Leonardo	San Leonardo	Antonio	Comugnaro	33040	UD	Friuli-Venezia Giulia	www.comune.sanleonardo.ud.it	Via Merso Di Sopra, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	80008800304	comune.Sanleonardo@certgov.fvg.it	Pec	null	null	null	null	null	null	null	null					
c_h952	Comune di San Leonardo in Passiria	San Leonardo in Passiria	Robert	Tschoell	39015	BZ	Trentino-Alto Adige/Südtirol	www.san-leonardo.eu	Via Carbonai, 72	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	82003310214	stleonhard.sleonardo@legalmail.it	Pec	info@san-leonardo.eu	Altro	null	null	null	null	null	null					
c_h953	Comune di San Leucio del Sannio	San Leucio del Sannio	Nascenzio	Iannace	82010	BN	Campania	www.comune.sanleuciodelsannio.bn.it	Piazza Municipio	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	80000490625	protocollogenerale.sanleuciodelsannio@asmepec.it	Pec	null	null	null	null	null	null	null	null					
c_h955	Comune di San Lorenzello	San Lorenzello	Antimo	Lavorgna	82030	BN	Campania	www.comunesanlorenzello.it	Piazza Filippo Lavorgna, 2	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	81002060622	protocollo.sanlorenzello@asmepec.it	Pec	amministrativo@comunesanlorenzello.it	Altro	comune.sanlorenzello@gmail.com	Altro	ragioneria.sanlorenzello@asmepec.it	Pec	ragioneria@comunesanlorenzello.it	Altro	https://www.facebook.com/sanlorenzello	https://www.twitter.com/sanlorenzello	https://www.youtube.com/sanlorenzello		
c_h956	Comune di San Lorenzo di Sebato	San Lorenzo di Sebato	Martin	Ausserdorfer	39030	BZ	Trentino-Alto Adige/Südtirol	www.stlorenzen.eu	Piazza Franz Hellweger, 2	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	81007460215	stlorenzen.slorenzo@legalmail.it	Pec	info@stlorenzen.eu	Altro	null	null	null	null	null	null					
c_h957	Comune di Cipressa	Cipressa	Filippo Rinaldo	Guasco	18017	IM	Liguria	www.comune.cipressa.im.it	Via Matteotti 41	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00244820080	comunecipressa@pec.it	Pec	demografici@comune.cipressa.im.it	Altro	null	null	null	null	null	null					
c_h958	Comune di San Lorenzo in Campo	San Lorenzo in Campo	Antonio	Di Francesco	61047	PU	Marche	www.comune.sanlorenzoincampo.pu.it	Piazza Umberto I, 17	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	81001790419	comune.sanlorenzoincampo@pec.it	Pec	comune.san-lorenzo@provincia.ps.it	Altro	null	null	null	null	null	null					
c_h959	Comune di San Lorenzo	San Lorenzo	Bernardo	RUSSO	89069	RC	Calabria	sanlorenzo.asmenet.it/	Piazza Bruno Rossi, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00283710804	tecnico.sanlorenzo@asmepec.it	Pec	osl.sanlorenzo@asmepec.it	Pec	protocollo.sanlorenzo@asmepec.it	Pec	ragioneria.sanlorenzo@asmepec.it	Pec	ufftecnicosanlorenzo@libero.it	Altro					
c_h961	Comune di San Lorenzo Bellizzi	San Lorenzo Bellizzi	Antonio	Cersosimo	87070	CS	Calabria	www.comune.sanlorenzobellizzi.cs.it	Piazza B. Croce, 12	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	81000490789	sanlorenzobellizzicomune@pec.it	Pec	sanlorenzobellizzi@tiscali.it	Altro	sindaco@comune.sanlorenzobellizzi.cs.it	Altro	null	null	null	null					
c_h962	Comune di San Lorenzo del Vallo	San Lorenzo del Vallo	VINCENZO	RIMOLI	87040	CS	Calabria	www.comune.sanlorenzodelvallo.cs.it	Viale Della Liberta' 123	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	01334140785	sanlorenzodelvallo@asmepec.it	Pec	comune@sanlorenzodelvallo.eu	Altro	null	null	null	null	null	null					
c_h964	Comune di San Lorenzo Isontino	San Lorenzo Isontino	GIANLUIGI	SAVINO	34070	GO	Friuli-Venezia Giulia	www.comune.sanlorenzoisontino.go.it	Via Boschetto, 1	Segretario	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00123480311	comune.sanlorenzoisontino@certgov.fvg.it	Pec	segreteria@sanlorenzois.it	Altro	null	null	null	null	null	null					
c_h967	Comune di San Lorenzo Maggiore	San Lorenzo Maggiore	CARLO GIUSEPPE	IANNOTTI	82034	BN	Campania	www.comune.sanlorenzomaggiore.bn.it	Via S. Maria 43/A	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	81002300622	prot.slm@asmepec.it	Pec	anagrafe.slm@asmepec.it	Pec	suap.elettorale.slm@asmepec.it	Pec	null	null	null	null					
c_h969	Comune di San Lorenzo Nuovo	San Lorenzo Nuovo	Massimo	Bambini	01020	VT	Lazio	www.comunesanlorenzonuovo.it	Piazza Europa, 31	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00238480560	comunesanlorenzonuovo@pec.it	Pec	RAGIONERIA@COMUNESANLORENZONUOVO.IT	Altro	null	null	null	null	null	null					
c_h970	Comune di San Luca	San Luca	Bruno	Bartolo	89030	RC	Calabria	www.comune.sanluca.rc.it	Corso Corrado Alvaro N. 2	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	81002990802	serviziofatture.sanluca@asmepec.it	Pec	areatecnica.sanluca@asmepec.it	Pec	servizioamministrativo@comune.sanluca.rc.it	Altro	null	null	null	null					
c_h971	Comune di San Lucido	San Lucido	Sergio	MALITO	87038	CS	Calabria	www.comune.sanlucido.cs.it	Via Filippo Giuliani	Responsabile	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	86001410785	fatturazione.elettronica.sanlucido.cs@asmepec.it	Pec	com.sanlucidosettorefinanze@legalmail.it	Pec	protocollosanlucido@legalmail.it	Pec	ragioneria1947@libero.it	Altro	settoreterzobis@libero.it	Altro					
c_h973	Comune di San Lupo	San Lupo	Franco	Mucci	82034	BN	Campania	www.comune.sanlupo.bn.it	Via Fontanelle, 2	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	81002270627	info@pec.comune.sanlupo.bn.it	Pec	info@comune.sanlupo.bn.it	Altro	null	null	null	null	null	null					
c_h974	Comune di Sanluri	Sanluri	Alberto	Urpi	09025	SU	Sardegna	www.comune.sanluri.su.it	Via Carlo Felice, 201	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	82002670923	protocollo@pec.comune.sanluri.su.it	Pec	servizidemografici@pec.comune.sanluri.su.it	Pec	serviziofinanziario@pec.comune.sanluri.su.it	Pec	null	null	null	null	https://www.facebook.com/ComuneDiSanluri	https://twitter.com/ComunediSanluri			
c_h975	Comune di San Mango Sul Calore	San Mango sul Calore	GENNARO	UVA	83050	AV	Campania	www.comune.sanmangosulcalore.av.it	Via Cesare Battisti 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00263850646	sindaco.sanmangosulcalore@pec.it	Pec	uanag.sanmangosulcalore@pec.it	Pec	urag.sanmangosulcalore@pec.it	Pec	utc.sanmangosulcalore@pec.it	Pec	null	null					
c_h976	Comune di San Mango D'Aquino	San Mango d'Aquino	Luca	Marrelli	88040	CZ	Calabria	www.comunedisanmangodaquino.it	Piazza Municipio N. 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00298010794	p.vaccaro@pec.comunedisanmangodaquino.it	Pec	protocollo@pec.comunedisanmangodaquino.it	Pec	servizi.finanziari@pec.comunedisanmangodaquino.it	Pec	tributi@pec.comunedisanmangodaquino.it	Pec	null	null					
c_h977	Comune di San Mango Piemonte	San Mango Piemonte	Francesco	Di Giacomo	84090	SA	Campania	www.comune.sanmangopiemonte.sa.it	Via Roma 5	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	80018830655	prot.sanmangopiemonte@asmepec.it	Pec	null	null	null	null	null	null	null	null					
c_h978	Comune di San Marcellino	San Marcellino	ANACLETO	COLOMBIANO	81030	CE	Campania	www.comune.sanmarcellino.ce.it	Piazza Municipio, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	81001610617	protocollo.sanmarcellino@asmepec.it	Pec	demografici.sanmarcellino@asmepec.it	Pec	elettorale.sanmarcellino@asmepec.it	Pec	ragioniere.sanmarcellino@asmepec.it	Pec	tecnico.sanmarcellino@asmepec.it	Pec					
c_h979	Comune di San Marcello	San Marcello	Graziano	Lapi	60030	AN	Marche	www.comune.sanmarcello.an.it	Via Matteotti, 20	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	82002470423	comune.sanmarcello@emarche.it	Pec	null	null	null	null	null	null	null	null					
c_h981	Comune di San Marco Argentano	San Marco Argentano	Virginia	Mariotti	87018	CS	Calabria	www.comune.sanmarcoargentano.cs.it	Via Roma, 14	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00389920786	segreteria.sanmarcoargentano@asmepec.it	Pec	anagrafesanmarcoargentano@pec.it	Pec	mail@comune.sanmarcoargentano.cs.it	Altro	null	null	null	null					
c_h982	Comune di San Marco d'Alunzio	San Marco d'Alunzio	Dino	Castrovinci	98070	ME	Sicilia	www.comune.sanmarcodalunzio.me.it	Via Garibaldi	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	84004040832	comune.sanmarcodalunzio@pec.it	Pec	sandro.lunghitano@comune.sanmarcodalunzio.me.it	Altro	ufficioragioneria@comune.sanmarcodalunzio.me.it	Altro	null	null	null	null					
c_h984	Comune di San Marco Dei Cavoti	San Marco dei Cavoti	Roberto	Cocca	82029	BN	Campania	www.comune.sanmarcodeicavoti.bn.it	Piazza Risorgimento 22	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00127190627	postmaster@pec.comune.sanmarcodeicavoti.bn.it	Pec	info@comune.sanmarcodeicavoti.bn.it	Altro	null	null	null	null	null	null					
c_h985	Comune di San Marco In Lamis	San Marco in Lamis	Michele	Merla	71014	FG	Puglia	www.comune.sanmarcoinlamis.fg.it/	Piazza Municipio, 6	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	84001130719	protocollo@pec.comune.sanmarcoinlamis.fg.it	Pec	ragioneria@comune.sanmarcoinlamis.fg.it	Altro	null	null	null	null	null	null					
c_h986	Comune di San Marco La Catola	San Marco la Catola	Paolo	De Martinis	71030	FG	Puglia	www.comune.sanmarcolacatola.fg.it	Via Municipio, 38	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	82000990711	demografico@pec.comune.sanmarcolacatola.fg.it	Pec	comune@pec.comune.sanmarcolacatola.fg.it	Pec	info@comune.sanmarcolacatola.fg.it	Altro	null	null	null	null					
c_h987	Comune di San Martino Alfieri	San Martino Alfieri	Andrea	Gamba	14010	AT	Piemonte	www.comune.sanmartinoalfieri.at.it	Piazza Caduti, 3	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	80003890052	san.martino.alfieri@cert.ruparpiemonte.it	Pec	protocollo@comune.sanmartinoalfieri.at.it	Altro	null	null	null	null	null	null					
c_h988	Comune di San Martino In Badia	San Martino in Badia	Giorgio	Costabiei	39030	BZ	Trentino-Alto Adige/Südtirol	www.comune.sanmartinoinbadia.bz.it	Str. Tor 25	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	81005890215	stmartinthurn.smartinobadia@legalmail.it	Pec	info@comune.sanmartinoinbadia.bz.it	Altro	null	null	null	null	null	null					
c_h989	Comune di San Martino in Passiria	San Martino in Passiria	Rosmarie	Pamer	39010	BZ	Trentino-Alto Adige/Südtirol	www.stmp.it	Via Del Villaggio, 6	Sindaca	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	82003270210	stmartinpasseier.smartinopassiria@legalmail.it	Pec	info@stmp.it	Altro	null	null	null	null	null	null					
c_h990	Comune di San Martino in Pensilis	San Martino in Pensilis	Antonio	D'Adderio	86046	CB	Molise	www.comune.sanmartinoinpensilis.cb.it	Via Croce, 34	Segretario	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00067510701	comune.sanmartinoinpensiliscb@legalmail.it	Pec	null	null	null	null	null	null	null	null					
c_h991	Comune di San Martino sulla Marrucina	San Martino sulla Marrucina	Luciano	Giammarino	66010	CH	Abruzzo	www.sanmartinosm.it	Via Piano Della Chiesa 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00261340699	protocollo@pec.sanmartinosm.it	Pec	demografici.elettorale@sanmartinosm.it	Altro	ragioneria@sanmartinosm.it	Altro	segretario@sanmartinosm.it	Altro	sindaco@sanmartinosm.it	Altro					
c_h992	Comune di San Martino di Finita	San Martino di Finita	Armando	Tocci	87010	CS	Calabria	www.comune.sanmartinodifinita.cs.it	Piazza Municipio N. 5	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00404280786	protocollo.sanmartinodifinita@asmepec.it	Pec	lavoripubblici.sanmartinodifinita@asmepec.it	Pec	ragioneria.sanmartinodifinita@asmepec.it	Pec	servizidemografici.sanmartinodifinita@asmepec.it	Pec	urbanistica.sanmartinodifinita@asmepec.it	Pec					
c_h994	Comune di San Martino D'Agri	San Martino d'Agri	Michelino	Lammoglia	85030	PZ	Basilicata	www.comune.sanmartinodagri.pz.it	Via Mercato, 43	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00953810769	comune.sanmartinodagri@cert.ruparbasilicata.it	Pec	null	null	null	null	null	null	null	null					
c_h996	Comune di San Martino di Venezze	San Martino di Venezze	Vinicio	Piasentini	45030	RO	Veneto	www.comune.sanmartinodivenezze.ro.it	Piazza Aldo Moro, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	80001690298	segreteria@pec.comune.sanmartinodivenezze.ro.it	Pec	ufficio.segreteria@venezze.it	Altro	null	null	null	null	null	null	https://www.facebook.com/comune.smv				
c_h997	Comune di San Martino Canavese	San Martino Canavese	Aldo	Maggio	10010	TO	Piemonte	comune.sanmartinocanavese.to.it	Piazza Marconi 1	Segretario	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	84003870015	ragioneria.san.martino.canavese@cert.ruparpiemonte.it	Pec	san.martino.canavese@ruparpiemonte.it	Altro	null	null	null	null	null	null					
c_h999	Comune di San Martino al Tagliamento	San Martino al Tagliamento	Francesco	Del Bianco	33098	PN	Friuli-Venezia Giulia	www.comune.sanmartinoaltagliamento.pn.it	Piazza Umberto I, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00203720933	comune.sanmartinoaltagliamento@certgov.fvg.it	Pec	null	null	null	null	null	null	null	null					
c_hi5a	Comune di Tinnura	Tinnura	Pietro	Fadda	08010	OR	Sardegna	www.comune.tinnura.or.it	Via Nazionale N. 63	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	83001310917	protocollo.tinnura@pec.comunas.it	Pec	protocollo@comune.tinnura.or.it	Altro	ragioneria@comune.tinnura.or.it	Altro	tecnico.tinnura@tiscali.it	Altro	null	null					
c_ht1k	Comune di Oratino	Oratino	ROBERTO	DE SOCIO	86010	CB	Molise	www.comune.oratino.cb.it/	Piazza Raffaele Rogati, 3	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	80008550701	comune.oratinocb@legalmail.it	Pec	comune@oratino.it	Altro	null	null	null	null	null	null					
c_i002	Comune di San Martino Sannita	San Martino Sannita	Rita	Prisco	82010	BN	Campania	comune.sanmartinosannita.bn.it	Piazza Roma 1	Segretario	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	80000790628	sanmartinosannita@pec.cstsannio.it	Pec	segreteria@comune.sanmartinosannita.bn.it	Altro	ufficiofinanziario@comune.sanmartinosannita.bn.it	Altro	null	null	null	null					
c_i003	Comune di San Martino Buon Albergo	San Martino Buon Albergo	Franco Giacomo	De Santi	37036	VR	Veneto	www.comunesanmartinobuonalbergo.it	Piazza Del Popolo, 36	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00333790236	comune.sanmartinobuonalbergo.vr@pecveneto.it	Pec	posta@comunesanmartinobuonalbergo.it	Altro	null	null	null	null	null	null	https://www.facebook.com/comunesanmartinobuonalbergo/				
c_i007	Comune di San Martino del Lago	San Martino del Lago	Giulia	Bastelli	26040	CR	Lombardia	www.comune.sanmartinodellago.cr.it	Via Roma, 36	Servizi Demografici	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00305440190	comune.sanmartinodellago@pec.regione.lombardia.it	Pec	anagrafe@comune.sanmartinodellago.cr.it	Altro	null	null	null	null	null	null					
c_i008	Comune di San Martino di Lupari	San Martino di Lupari	Stella	Bagliolid	35018	PD	Veneto	www.comune.sanmartinodilupari.pd.it	Largo Europa N. 5	Segretario	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	81000530287	sanmartinodilupari.pd@cert.ip-veneto.net	Pec	segreteria@comune.sanmartinodilupari.pd.it	Altro	null	null	null	null	null	null					
c_i011	Comune di San Martino In Rio	San Martino in Rio	Paolo	Fuccio	42018	RE	Emilia-Romagna	comune.sanmartinoinrio.re.it/	Corso Umberto I, 22	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00441100351	sanmartinoinrio@cert.provincia.re.it	Pec	null	null	null	null	null	null	null	null					
c_i012	Comune di San Martino In Strada	San Martino in Strada	Andrea	Torza	26817	LO	Lombardia	www.comune.sanmartinoinstrada.lo.it	Piazza Unita' d'Italia, 5	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni	SANMARTINO	S	84507970154	sanmartinoinstrada@cert.elaus2002.net	Pec	null	null	null	null	null	null	null	null					
c_i014	Comune di San Martino Siccomario	San Martino Siccomario	Alessandro	Zocca	27028	PV	Lombardia	www.comune.sanmartino.pv.it	Via Roma, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00466390184	protocollo@pec.comune.sanmartino.pv.it	Pec	info@comune.sanmartino.pv.it	Altro	null	null	null	null	null	null					
c_i016	Comune di San Martino Valle Caudina	San Martino Valle Caudina	Pasquale	Pisano	83018	AV	Campania	www.comune.sanmartinovallecaudina.av.it	Piazza G. Del Balzo	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	80013570645	protocollo.sanmartinovc@asmepec.it	Pec	ced.sanmartinovc@asmepec.it	Pec	demografici.sanmartinovc@asmepec.it	Pec	polizialocale.sanmartinovc@asmepec.it	Pec	segreteria.sanmartinovc@asmepec.it	Pec					
c_i017	Comune di San Marzano Oliveto	San Marzano Oliveto	Maurizio	Balestrino	14050	AT	Piemonte	www.comune.sanmarzanooliveto.at.it	Via Umberto I N 2	Segretario	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00190300053	comune.sanmarzanooliveto.at@legalmail.it	Pec	protocollo@comune.sanmarzanooliveto.at.it	Altro	null	null	null	null	null	null					
